,NumberOfPersons:,5
,Region:,"CotedAzur,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Cote d'Azur.
,,
,,
,,
defcase,194,
,objects,
,case,Journey194
,JourneyCode:,194
,HolidayType:,"Bathing,"
,Price:,799
,NumberOfPersons:,6
,Region:,"CotedAzur,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"September,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Cote d'Azur.
,,
,,
,,
defcase,195,
,objects,
,case,Journey195
,JourneyCode:,195
,HolidayType:,"Bathing,"
,Price:,449
,NumberOfPersons:,4
,Region:,"CotedAzur,"
,Transportation:,"Train,"
,Duration:,7
,Season:,"October,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Cote d'Azur.
,,
,,
,,
defcase,196,
,objects,
,case,Journey196
,JourneyCode:,196
,HolidayType:,"Bathing,"
,Price:,1198
,NumberOfPersons:,4
,Region:,"CotedAzur,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"May,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Cote d'Azur.
,,
,,
,,
defcase,197,
,objects,
,case,Journey197
,JourneyCode:,197
,HolidayType:,"Bathing,"
,Price:,1108
,NumberOfPersons:,4
,Region:,"CotedAzur,"
,Transportation:,"Train,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Cote d'Azur.
,,
,,
,,
defcase,198,
,objects,
,case,Journey198
,JourneyCode:,198
,HolidayType:,"Bathing,"
,Price:,4458
,NumberOfPersons:,7
,Region:,"CotedAzur,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Cote d'Azur.
,,
,,
,,
defcase,199,
,objects,
,case,Journey199
,JourneyCode:,199
,HolidayType:,"Active,"
,Price:,2678
,NumberOfPersons:,3
,Region:,"CotedAzur,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Cote d'Azur.
,,
,,
,,
defcase,200,
,objects,
,case,Journey200
,JourneyCode:,200
,HolidayType:,"Active,"
,Price:,1598
,NumberOfPersons:,4
,Region:,"CotedAzur,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Cote d'Azur.
,,
,,
,,
defcase,201,
,objects,
,case,Journey201
,JourneyCode:,201
,HolidayType:,"Active,"
,Price:,589
,NumberOfPersons:,6
,Region:,"CotedAzur,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"May,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Cote d'Azur.
,,
,,
,,
defcase,202,
,objects,
,case,Journey202
,JourneyCode:,202
,HolidayType:,"Recreation,"
,Price:,449
,NumberOfPersons:,2
,Region:,"CotedAzur,"
,Transportation:,"Train,"
,Duration:,7
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Cote d'Azur.
,,
,,
,,
defcase,203,
,objects,
,case,Journey203
,JourneyCode:,203
,HolidayType:,"Recreation,"
,Price:,1838
,NumberOfPersons:,3
,Region:,"CotedAzur,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Cote d'Azur.
,,
,,
,,
defcase,204,
,objects,
,case,Journey204
,JourneyCode:,204
,HolidayType:,"Bathing,"
,Price:,1539
,NumberOfPersons:,2
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"May,"
,Accommodation:,"OneStar,"
,Hotel:,Caravan La Pinede.
,,
,,
,,
defcase,205,
,objects,
,case,Journey205
,JourneyCode:,205
,HolidayType:,"Bathing,"
,Price:,2469
,NumberOfPersons:,3
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"OneStar,"
,Hotel:,Hotel L'Esquinade.
,,
,,
,,
defcase,206,
,objects,
,case,Journey206
,JourneyCode:,206
,HolidayType:,"Bathing,"
,Price:,5269
,NumberOfPersons:,4
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"TwoStars,"
,Hotel:,Feriendorf Vallicella.
,,
,,
,,
defcase,207,
,objects,
,case,Journey207
,JourneyCode:,207
,HolidayType:,"Bathing,"
,Price:,2249
,NumberOfPersons:,3
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"June,"
,Accommodation:,"TwoStars,"
,Hotel:,Mobilhomes La Pinede.
,,
,,
,,
defcase,208,
,objects,
,case,Journey208
,JourneyCode:,208
,HolidayType:,"Bathing,"
,Price:,1898
,NumberOfPersons:,2
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"TwoStars,"
,Hotel:,Hotel Funtana Marina.
,,
,,
,,
defcase,209,
,objects,
,case,Journey209
,JourneyCode:,209
,HolidayType:,"Bathing,"
,Price:,3522
,NumberOfPersons:,4
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"TwoStars,"
,Hotel:,Feriendorf Vallicella.
,,
,,
,,
defcase,210,
,objects,
,case,Journey210
,JourneyCode:,210
,HolidayType:,"Bathing,"
,Price:,3459
,NumberOfPersons:,3
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"ThreeStars,"
,Hotel:,Calvi-Hotel.
,,
,,
,,
defcase,211,
,objects,
,case,Journey211
,JourneyCode:,211
,HolidayType:,"Bathing,"
,Price:,2539
,NumberOfPersons:,2
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,Studios Le Rocher.
,,
,,
,,
defcase,212,
,objects,
,case,Journey212
,JourneyCode:,212
,HolidayType:,"Bathing,"
,Price:,5659
,NumberOfPersons:,3
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"July,"
,Accommodation:,"ThreeStars,"
,Hotel:,Hotel Pineto.
,,
,,
,,
defcase,213,
,objects,
,case,Journey213
,JourneyCode:,213
,HolidayType:,"Bathing,"
,Price:,3298
,NumberOfPersons:,2
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"ThreeStars,"
,Hotel:,Hotel Orizonte.
,,
,,
,,
defcase,214,
,objects,
,case,Journey214
,JourneyCode:,214
,HolidayType:,"Active,"
,Price:,2718
,NumberOfPersons:,2
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,Grand Hotel.
,,
,,
,,
defcase,215,
,objects,
,case,Journey215
,JourneyCode:,215
,HolidayType:,"Active,"
,Price:,5678
,NumberOfPersons:,3
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"August,"
,Accommodation:,"ThreeStars,"
,Hotel:,Grand Hotel.
,,
,,
,,
defcase,216,
,objects,
,case,Journey216
,JourneyCode:,216
,HolidayType:,"Active,"
,Price:,2038
,NumberOfPersons:,2
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"TwoStars,"
,Hotel:,Mobilhomes La Pinede.
,,
,,
,,
defcase,217,
,objects,
,case,Journey217
,JourneyCode:,217
,HolidayType:,"Wandering,"
,Price:,634
,NumberOfPersons:,1
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"April,"
,Accommodation:,"TwoStars,"
,Hotel:,Mobilhomes La Pinede.
,,
,,
,,
defcase,218,
,objects,
,case,Journey218
,JourneyCode:,218
,HolidayType:,"Wandering,"
,Price:,2578
,NumberOfPersons:,2
,Region:,"Corsica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"May,"
,Accommodation:,"ThreeStars,"
,Hotel:,Grand Hotel.
,,
,,
,,
defcase,219,
,objects,
,case,Journey219
,JourneyCode:,219
,HolidayType:,"Bathing,"
,Price:,659
,NumberOfPersons:,4
,Region:,"Normandy,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Normandy.
,,
,,
,,
defcase,220,
,objects,
,case,Journey220
,JourneyCode:,220
,HolidayType:,"Bathing,"
,Price:,709
,NumberOfPersons:,2
,Region:,"Normandy,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Normandy.
,,
,,
,,
defcase,221,
,objects,
,case,Journey221
,JourneyCode:,221
,HolidayType:,"Active,"
,Price:,809
,NumberOfPersons:,4
,Region:,"Normandy,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Normandy.
,,
,,
,,
defcase,222,
,objects,
,case,Journey222
,JourneyCode:,222
,HolidayType:,"Active,"
,Price:,1418
,NumberOfPersons:,2
,Region:,"Normandy,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Normandy.
,,
,,
,,
defcase,223,
,objects,
,case,Journey223
,JourneyCode:,223
,HolidayType:,"Recreation,"
,Price:,1618
,NumberOfPersons:,4
,Region:,"Normandy,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Normandy.
,,
,,
,,
defcase,224,
,objects,
,case,Journey224
,JourneyCode:,224
,HolidayType:,"Bathing,"
,Price:,689
,NumberOfPersons:,4
,Region:,"Brittany,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Brittany.
,,
,,
,,
defcase,225,
,objects,
,case,Journey225
,JourneyCode:,225
,HolidayType:,"Bathing,"
,Price:,1549
,NumberOfPersons:,7
,Region:,"Brittany,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Brittany.
,,
,,
,,
defcase,226,
,objects,
,case,Journey226
,JourneyCode:,226
,HolidayType:,"Bathing,"
,Price:,1064
,NumberOfPersons:,5
,Region:,"Brittany,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Brittany.
,,
,,
,,
defcase,227,
,objects,
,case,Journey227
,JourneyCode:,227
,HolidayType:,"Bathing,"
,Price:,519
,NumberOfPersons:,4
,Region:,"Brittany,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"September,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Brittany.
,,
,,
,,
defcase,228,
,objects,
,case,Journey228
,JourneyCode:,228
,HolidayType:,"Active,"
,Price:,1219
,NumberOfPersons:,6
,Region:,"Brittany,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Brittany.
,,
,,
,,
defcase,229,
,objects,
,case,Journey229
,JourneyCode:,229
,HolidayType:,"Active,"
,Price:,889
,NumberOfPersons:,4
,Region:,"Brittany,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Brittany.
,,
,,
,,
defcase,230,
,objects,
,case,Journey230
,JourneyCode:,230
,HolidayType:,"Active,"
,Price:,1268
,NumberOfPersons:,4
,Region:,"Brittany,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Brittany.
,,
,,
,,
defcase,231,
,objects,
,case,Journey231
,JourneyCode:,231
,HolidayType:,"Recreation,"
,Price:,2108
,NumberOfPersons:,5
,Region:,"Brittany,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Brittany.
,,
,,
,,
defcase,232,
,objects,
,case,Journey232
,JourneyCode:,232
,HolidayType:,"Recreation,"
,Price:,1258
,NumberOfPersons:,4
,Region:,"Brittany,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Brittany.
,,
,,
,,
defcase,233,
,objects,
,case,Journey233
,JourneyCode:,233
,HolidayType:,"Recreation,"
,Price:,1797
,NumberOfPersons:,4
,Region:,"Brittany,"
,Transportation:,"Car,"
,Duration:,21
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Brittany.
,,
,,
,,
defcase,234,
,objects,
,case,Journey234
,JourneyCode:,234
,HolidayType:,"Bathing,"
,Price:,3485
,NumberOfPersons:,3
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"May,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Golden Coast, Attica."
,,
,,
,,
defcase,235,
,objects,
,case,Journey235
,JourneyCode:,235
,HolidayType:,"Bathing,"
,Price:,2038
,NumberOfPersons:,2
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"April,"
,Accommodation:,"TwoStars,"
,Hotel:,"Hotel Calamos Beach, Attica."
,,
,,
,,
defcase,236,
,objects,
,case,Journey236
,JourneyCode:,236
,HolidayType:,"Bathing,"
,Price:,3129
,NumberOfPersons:,4
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Kalypso Club, Attica."
,,
,,
,,
defcase,237,
,objects,
,case,Journey237
,JourneyCode:,237
,HolidayType:,"Bathing,"
,Price:,2518
,NumberOfPersons:,2
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Menexelis, Attica."
,,
,,
,,
defcase,238,
,objects,
,case,Journey238
,JourneyCode:,238
,HolidayType:,"Bathing,"
,Price:,3215
,NumberOfPersons:,3
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Miramare, Attica."
,,
,,
,,
defcase,239,
,objects,
,case,Journey239
,JourneyCode:,239
,HolidayType:,"Bathing,"
,Price:,4002
,NumberOfPersons:,3
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"September,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Holidays in Evia, Attica."
,,
,,
,,
defcase,240,
,objects,
,case,Journey240
,JourneyCode:,240
,HolidayType:,"Bathing,"
,Price:,3216
,NumberOfPersons:,4
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Menexelis, Attica."
,,
,,
,,
defcase,241,
,objects,
,case,Journey241
,JourneyCode:,241
,HolidayType:,"Bathing,"
,Price:,1149
,NumberOfPersons:,1
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"TwoStars,"
,Hotel:,"Hotel Calamos Beach, Attica."
,,
,,
,,
defcase,242,
,objects,
,case,Journey242
,JourneyCode:,242
,HolidayType:,"Bathing,"
,Price:,3658
,NumberOfPersons:,2
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Golden Coast, Attica."
,,
,,
,,
defcase,243,
,objects,
,case,Journey243
,JourneyCode:,243
,HolidayType:,"Bathing,"
,Price:,3458
,NumberOfPersons:,2
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"August,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Menexelis, Attica."
,,
,,
,,
defcase,244,
,objects,
,case,Journey244
,JourneyCode:,244
,HolidayType:,"Bathing,"
,Price:,2742
,NumberOfPersons:,3
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"TwoStars,"
,Hotel:,"Hotel Calamos Beach, Attica."
,,
,,
,,
defcase,245,
,objects,
,case,Journey245
,JourneyCode:,245
,HolidayType:,"Recreation,"
,Price:,2258
,NumberOfPersons:,2
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"June,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Golden Coast, Attica."
,,
,,
,,
defcase,246,
,objects,
,case,Journey246
,JourneyCode:,246
,HolidayType:,"Recreation,"
,Price:,1169
,NumberOfPersons:,1
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Miramare, Attica."
,,
,,
,,
defcase,247,
,objects,
,case,Journey247
,JourneyCode:,247
,HolidayType:,"Recreation,"
,Price:,3215
,NumberOfPersons:,3
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Miramare, Attica."
,,
,,
,,
defcase,248,
,objects,
,case,Journey248
,JourneyCode:,248
,HolidayType:,"Recreation,"
,Price:,3378
,NumberOfPersons:,2
,Region:,"Attica,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"May,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Golden Coast, Attica."
,,
,,
,,
defcase,249,
,objects,
,case,Journey249
,JourneyCode:,249
,HolidayType:,"Bathing,"
,Price:,2787
,NumberOfPersons:,3
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"TwoStars,"
,Hotel:,"Hotel Sermyli, Chalkidiki."
,,
,,
,,
defcase,250,
,objects,
,case,Journey250
,JourneyCode:,250
,HolidayType:,"Bathing,"
,Price:,4673
,NumberOfPersons:,4
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Portes Beach, Chalkidiki."
,,
,,
,,
defcase,251,
,objects,
,case,Journey251
,JourneyCode:,251
,HolidayType:,"Bathing,"
,Price:,2898
,NumberOfPersons:,2
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Mendi, Chalkidiki."
,,
,,
,,
defcase,252,
,objects,
,case,Journey252
,JourneyCode:,252
,HolidayType:,"Bathing,"
,Price:,2538
,NumberOfPersons:,2
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Olympico, Chalkidiki."
,,
,,
,,
defcase,253,
,objects,
,case,Journey253
,JourneyCode:,253
,HolidayType:,"Bathing,"
,Price:,2427
,NumberOfPersons:,3
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Olympico, Chalkidiki."
,,
,,
,,
defcase,254,
,objects,
,case,Journey254
,JourneyCode:,254
,HolidayType:,"Recreation,"
,Price:,2358
,NumberOfPersons:,2
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"May,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Olympico, Chalkidiki."
,,
,,
,,
defcase,255,
,objects,
,case,Journey255
,JourneyCode:,255
,HolidayType:,"Recreation,"
,Price:,2898
,NumberOfPersons:,2
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Mendi, Chalkidiki."
,,
,,
,,
defcase,256,
,objects,
,case,Journey256
,JourneyCode:,256
,HolidayType:,"Recreation,"
,Price:,2398
,NumberOfPersons:,2
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Mendi, Chalkidiki."
,,
,,
,,
defcase,257,
,objects,
,case,Journey257
,JourneyCode:,257
,HolidayType:,"Active,"
,Price:,3718
,NumberOfPersons:,3
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Sani Beach, Chalkidiki."
,,
,,
,,
defcase,258,
,objects,
,case,Journey258
,JourneyCode:,258
,HolidayType:,"Active,"
,Price:,3299
,NumberOfPersons:,3
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Sani Beach, Chalkidik."
,,
,,
,,
defcase,259,
,objects,
,case,Journey259
,JourneyCode:,259
,HolidayType:,"Active,"
,Price:,3318
,NumberOfPersons:,2
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Sani Beach, Chalkidik."
,,
,,
,,
defcase,260,
,objects,
,case,Journey260
,JourneyCode:,260
,HolidayType:,"Recreation,"
,Price:,5329
,NumberOfPersons:,4
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Athos Palace, Chalkidiki."
,,
,,
,,
defcase,261,
,objects,
,case,Journey261
,JourneyCode:,261
,HolidayType:,"Recreation,"
,Price:,3258
,NumberOfPersons:,2
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"May,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Athos Palace, Chalkidiki."
,,
,,
,,
defcase,262,
,objects,
,case,Journey262
,JourneyCode:,262
,HolidayType:,"Recreation,"
,Price:,3038
,NumberOfPersons:,2
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Athos Palace, Chalkidiki."
,,
,,
,,
defcase,263,
,objects,
,case,Journey263
,JourneyCode:,263
,HolidayType:,"Education,"
,Price:,2738
,NumberOfPersons:,2
,Region:,"Chalkidiki,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"October,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Athos Palace, Chalkidiki."
,,
,,
,,
defcase,264,
,objects,
,case,Journey264
,JourneyCode:,264
,HolidayType:,"Bathing,"
,Price:,2831
,NumberOfPersons:,3
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"TwoStars,"
,Hotel:,"Hotel Iliada, Corfu."
,,
,,
,,
defcase,265,
,objects,
,case,Journey265
,JourneyCode:,265
,HolidayType:,"Bathing,"
,Price:,3644
,NumberOfPersons:,4
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"TwoStars,"
,Hotel:,"Hotel Iliada, Corfu."
,,
,,
,,
defcase,266,
,objects,
,case,Journey266
,JourneyCode:,266
,HolidayType:,"Bathing,"
,Price:,3258
,NumberOfPersons:,2
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Belvedere, Corfu."
,,
,,
,,
defcase,267,
,objects,
,case,Journey267
,JourneyCode:,267
,HolidayType:,"Bathing,"
,Price:,3793
,NumberOfPersons:,3
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Belvedere, Corfu."
,,
,,
,,
defcase,268,
,objects,
,case,Journey268
,JourneyCode:,268
,HolidayType:,"Bathing,"
,Price:,2779
,NumberOfPersons:,3
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Belvedere, Corfu."
,,
,,
,,
defcase,269,
,objects,
,case,Journey269
,JourneyCode:,269
,HolidayType:,"Bathing,"
,Price:,2698
,NumberOfPersons:,2
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Coral, Corfu."
,,
,,
,,
defcase,270,
,objects,
,case,Journey270
,JourneyCode:,270
,HolidayType:,"Bathing,"
,Price:,3649
,NumberOfPersons:,3
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Coral, Corfu."
,,
,,
,,
defcase,271,
,objects,
,case,Journey271
,JourneyCode:,271
,HolidayType:,"Bathing,"
,Price:,3078
,NumberOfPersons:,2
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Coral, Corfu."
,,
,,
,,
defcase,272,
,objects,
,case,Journey272
,JourneyCode:,272
,HolidayType:,"Bathing,"
,Price:,3198
,NumberOfPersons:,2
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Mirabell, Corfu."
,,
,,
,,
defcase,273,
,objects,
,case,Journey273
,JourneyCode:,273
,HolidayType:,"Active,"
,Price:,3758
,NumberOfPersons:,2
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"June,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Mirabell, Corfu."
,,
,,
,,
defcase,274,
,objects,
,case,Journey274
,JourneyCode:,274
,HolidayType:,"Active,"
,Price:,3198
,NumberOfPersons:,3
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Mirabell, Corfu."
,,
,,
,,
defcase,275,
,objects,
,case,Journey275
,JourneyCode:,275
,HolidayType:,"Active,"
,Price:,2158
,NumberOfPersons:,2
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Regency, Corfu."
,,
,,
,,
defcase,276,
,objects,
,case,Journey276
,JourneyCode:,276
,HolidayType:,"Recreation,"
,Price:,3418
,NumberOfPersons:,2
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"June,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Regency, Corfu."
,,
,,
,,
defcase,277,
,objects,
,case,Journey277
,JourneyCode:,277
,HolidayType:,"Recreation,"
,Price:,3038
,NumberOfPersons:,2
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Kerkyra Golf, Corfu."
,,
,,
,,
defcase,278,
,objects,
,case,Journey278
,JourneyCode:,278
,HolidayType:,"Recreation,"
,Price:,2043
,NumberOfPersons:,3
,Region:,"Corfu,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"May,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Kerkyra Golf, Corfu."
,,
,,
,,
defcase,279,
,objects,
,case,Journey279
,JourneyCode:,279
,HolidayType:,"Bathing,"
,Price:,2498
,NumberOfPersons:,2
,Region:,"Crete,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"TwoStars,"
